LegacyId,Datum,Operater,A1,B1,C1,A2,B2,C2,TitlePomembnoSLO,ContentPomembnoSLO,TitleNesreceSLO,ContentNesreceSLO,TitleZastojiSLO,ContentZastojiSLO,TitleVremeSLO,ContentVremeSLO,TitleOvireSLO,ContentOvireSLO,TitleDeloNaCestiSLO,ContentDeloNaCestiSLO,TitleOpozorilaSLO,ContentOpozorilaSLO,TitleMednarodneInformacijeSLO,ContentMednarodneInformacijeSLO,TitleSplosnoSLO,ContentSplosnoSLO
1288198,2022-02-09T09:10:00.000000,"DARS Janja Budi?, PIC","<p><strong>Pozor!</strong></p><p>Pozor vozniki, ki vozite po cesti A5, Lendava - Maribor, med Pernico in razcepom Dragu?ova v smeri Maribora je vozilo, ki vozi v nasprotno smer!</p>","<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,"<p>Pozor vozniki, ki vozite po cesti A5, Lendava - Maribor, med Pernico in razcepom Dragu?ova v smeri Maribora je vozilo, ki vozi v nasprotno smer!</p>",,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288199,2022-02-09T09:19:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288200,2022-02-09T09:19:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288201,2022-02-09T09:19:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288202,2022-02-09T09:19:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288203,2022-02-09T09:19:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288204,2022-02-09T09:31:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288205,2022-02-09T09:31:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288206,2022-02-09T09:33:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Pnevmatika na voziš?u</strong></p><p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, previdno!</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,"<p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, previdno!</p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288207,2022-02-09T09:33:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Pnevmatika na voziš?u</strong></p><p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, previdno!</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,"<p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, previdno!</p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288208,2022-02-09T09:35:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika, previdno!</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika, previdno!</p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288209,2022-02-09T09:36:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288210,2022-02-09T09:37:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila.</p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila.</p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288211,2022-02-09T09:38:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila.</p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila.</p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288212,2022-02-09T09:38:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila.</p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila.</p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288213,2022-02-09T09:41:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila.</p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila.</p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288214,2022-02-09T09:41:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila.</p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila.</p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288215,2022-02-09T09:47:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika na voziš?u ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila. </p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti med priklju?koma Brezovica in Vrhnika proti Kopru, pnevmatika na voziš?u ter na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila. </p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288216,2022-02-09T09:53:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti  na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila. </p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti  na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila. </p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288217,2022-02-09T09:53:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti  na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila. </p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti  na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila. </p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288218,2022-02-09T09:54:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti  na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila. </p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti  na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na gorenjski avtocesti na izvozu Vodice iz smeri Karavank, okvara tovornega vozila. </p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288219,2022-02-09T09:59:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na pomurski avtocesti med Lenartom in Mo?no, proti Mariboru, predmet na voziš?u, zaprt vozni pas.</p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na pomurski avtocesti med Lenartom in Mo?no, proti Mariboru, predmet na voziš?u, zaprt vozni pas.</p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288220,2022-02-09T10:00:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na pomurski avtocesti med Lenartom in Mo?no, proti Mariboru, predmet na voziš?u, zaprt vozni pas.</p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na pomurski avtocesti med Lenartom in Mo?no, proti Mariboru, predmet na voziš?u, zaprt vozni pas.</p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288221,2022-02-09T10:00:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na pomurski avtocesti med Lenartom in Mo?no proti Mariboru, predmet na voziš?u, zaprt vozni pas.</p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na pomurski avtocesti med Lenartom in Mo?no proti Mariboru, predmet na voziš?u, zaprt vozni pas.</p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288222,2022-02-09T10:00:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Ovire</strong></p><p>Na primorski avtocesti na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na pomurski avtocesti med Lenartom in Mo?no proti Mariboru, predmet na voziš?u, zaprt vozni pas.</p><p>Previdno!</p><p></p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Ovire,"<p>Na primorski avtocesti na viaduktu ?rni Kal proti Kopru, okvara vozila. </p><p>Na pomurski avtocesti med Lenartom in Mo?no proti Mariboru, predmet na voziš?u, zaprt vozni pas.</p><p>Previdno!</p><p></p>",Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
